x1	y1	e1	x2	y2	e2
79.9	1.91E+02	2.18E+00	79	1.38E+02	4.80E+00
80	1.97E+02	2.18E+00	79.1	1.24E+02	4.65E+00
80.1	1.92E+02	2.18E+00	79.2	1.32E+02	4.72E+00
80.1	1.97E+02	2.18E+00	79.2	1.32E+02	4.72E+00
80.2	1.89E+02	2.16E+00	79.3	1.26E+02	4.62E+00
80.3	2.03E+02	2.20E+00	79.4	1.32E+02	4.70E+00
80.3	1.93E+02	2.15E+00	79.4	1.36E+02	4.70E+00
80.4	1.98E+02	2.20E+00	79.5	1.33E+02	4.67E+00
80.5	1.90E+02	2.17E+00	79.6	1.38E+02	4.77E+00
80.5	1.95E+02	2.16E+00	79.6	1.34E+02	4.65E+00
80.6	1.91E+02	2.17E+00	79.7	1.37E+02	4.70E+00
80.7	1.97E+02	2.18E+00	79.8	1.27E+02	4.61E+00
80.7	1.92E+02	2.17E+00	79.8	1.37E+02	4.72E+00
80.8	1.96E+02	2.17E+00	79.9	1.37E+02	4.69E+00
80.9	1.92E+02	2.16E+00	80	1.29E+02	4.62E+00
80.9	1.93E+02	2.19E+00	80	1.29E+02	4.64E+00
81	1.93E+02	2.19E+00	80.1	1.28E+02	4.67E+00
81.1	1.92E+02	2.17E+00	80.2	1.31E+02	4.67E+00
81.1	1.85E+02	2.16E+00	80.2	1.32E+02	4.67E+00
81.2	1.95E+02	2.20E+00	80.3	1.23E+02	4.61E+00
81.3	1.95E+02	2.19E+00	80.4	1.35E+02	4.77E+00
81.3	2.00E+02	2.19E+00	80.4	1.26E+02	4.63E+00
81.4	1.92E+02	2.18E+00	80.5	1.25E+02	4.61E+00
81.5	2.00E+02	2.19E+00	80.5	1.30E+02	4.71E+00
81.5	1.94E+02	2.17E+00	80.6	1.25E+02	4.64E+00
81.6	2.00E+02	2.19E+00	80.7	1.25E+02	4.67E+00
81.7	1.97E+02	2.18E+00	80.7	1.26E+02	4.66E+00
81.7	1.95E+02	2.16E+00	80.8	1.34E+02	4.77E+00
81.8	1.92E+02	2.16E+00	80.9	1.34E+02	4.75E+00
81.9	1.94E+02	2.15E+00	80.9	1.41E+02	4.86E+00
81.9	1.91E+02	2.15E+00	81	1.33E+02	4.79E+00
82	1.97E+02	2.15E+00	81.1	1.37E+02	4.81E+00
82	1.91E+02	2.14E+00	81.1	1.36E+02	4.78E+00
82.1	1.96E+02	2.16E+00	81.2	1.35E+02	4.74E+00
82.2	1.93E+02	2.15E+00	81.3	1.37E+02	4.72E+00
82.2	1.98E+02	2.17E+00	81.3	1.34E+02	4.81E+00
82.3	1.92E+02	2.16E+00	81.4	1.24E+02	4.67E+00
82.4	1.97E+02	2.16E+00	81.5	1.28E+02	4.72E+00
82.4	1.90E+02	2.15E+00	81.5	1.26E+02	4.65E+00
82.5	1.97E+02	2.17E+00	81.6	1.36E+02	4.77E+00
82.6	1.96E+02	2.15E+00	81.7	1.31E+02	4.71E+00
82.6	1.98E+02	2.16E+00	81.7	1.35E+02	4.75E+00
82.7	1.96E+02	2.16E+00	81.8	1.33E+02	4.72E+00
82.8	1.91E+02	2.15E+00	81.9	1.25E+02	4.65E+00
82.8	1.97E+02	2.14E+00	81.9	1.41E+02	4.83E+00
82.9	1.97E+02	2.17E+00	82	1.41E+02	4.78E+00
83	1.93E+02	2.16E+00	82.1	1.34E+02	4.81E+00
83	1.95E+02	2.16E+00	82.1	1.23E+02	4.71E+00
83.1	1.91E+02	2.17E+00	82.2	1.29E+02	4.75E+00
83.2	1.97E+02	2.18E+00	82.3	1.32E+02	4.71E+00
83.2	1.94E+02	2.18E+00	82.3	1.29E+02	4.74E+00
83.3	1.94E+02	2.17E+00	82.4	1.28E+02	4.73E+00
83.4	1.96E+02	2.17E+00	82.5	1.34E+02	4.81E+00
83.4	1.96E+02	2.17E+00	82.5	1.37E+02	4.82E+00
83.5	1.93E+02	2.17E+00	82.6	1.27E+02	4.74E+00
83.6	1.97E+02	2.16E+00	82.7	1.32E+02	4.80E+00
83.6	1.94E+02	2.18E+00	82.7	1.30E+02	4.78E+00
83.7	1.94E+02	2.17E+00	82.8	1.32E+02	4.79E+00
83.8	1.93E+02	2.16E+00	82.9	1.33E+02	4.73E+00
83.8	1.94E+02	2.18E+00	82.9	1.32E+02	4.75E+00
83.9	1.95E+02	2.17E+00	83	1.35E+02	4.79E+00
84	1.92E+02	2.17E+00	83.1	1.25E+02	4.65E+00
84	1.92E+02	2.15E+00	83.1	1.32E+02	4.72E+00
84.1	1.95E+02	2.16E+00	83.2	1.24E+02	4.66E+00
84.2	1.90E+02	2.14E+00	83.2	1.33E+02	4.71E+00
84.2	1.94E+02	2.18E+00	83.3	1.34E+02	4.74E+00
84.3	1.91E+02	2.20E+00	83.4	1.37E+02	4.78E+00
84.4	1.93E+02	2.20E+00	83.4	1.37E+02	4.73E+00
84.4	1.94E+02	2.19E+00	83.5	1.35E+02	4.73E+00
84.5	1.98E+02	2.19E+00	83.6	1.31E+02	4.74E+00
84.6	1.95E+02	2.16E+00	83.6	1.32E+02	4.66E+00
84.6	2.04E+02	2.18E+00	83.7	1.24E+02	4.63E+00
84.7	1.93E+02	2.16E+00	83.8	1.36E+02	4.73E+00
84.7	1.97E+02	2.17E+00	83.8	1.35E+02	4.67E+00
84.8	2.03E+02	2.22E+00	83.9	1.32E+02	4.71E+00
84.9	1.96E+02	2.17E+00	84	1.32E+02	4.69E+00
84.9	2.01E+02	2.20E+00	84	1.35E+02	4.76E+00
85	1.96E+02	2.17E+00	84.1	1.34E+02	4.68E+00
85.1	1.94E+02	2.18E+00	84.2	1.32E+02	4.72E+00
85.1	1.97E+02	2.18E+00	84.2	1.38E+02	4.80E+00
85.2	1.94E+02	2.18E+00	84.3	1.27E+02	4.65E+00
85.3	1.95E+02	2.19E+00	84.4	1.35E+02	4.75E+00
85.3	1.93E+02	2.17E+00	84.4	1.38E+02	4.80E+00
85.4	1.96E+02	2.18E+00	84.5	1.38E+02	4.85E+00
85.5	1.95E+02	2.18E+00	84.6	1.37E+02	4.72E+00
85.5	2.10E+02	2.21E+00	84.6	1.28E+02	4.73E+00
85.6	1.93E+02	2.16E+00	84.7	1.32E+02	4.75E+00
85.7	1.98E+02	2.19E+00	84.8	1.33E+02	4.82E+00
85.7	1.95E+02	2.16E+00	84.8	1.37E+02	4.83E+00
85.8	1.98E+02	2.20E+00	84.9	1.31E+02	4.79E+00
85.9	1.94E+02	2.18E+00	85	1.35E+02	4.77E+00
85.9	1.95E+02	2.19E+00	85	1.34E+02	4.79E+00
86	1.94E+02	2.17E+00	85.1	1.39E+02	4.82E+00
86.1	1.98E+02	2.20E+00	85.2	1.33E+02	4.72E+00
86.1	1.96E+02	2.18E+00	85.2	1.36E+02	4.81E+00
86.2	1.95E+02	2.19E+00	85.3	1.29E+02	4.73E+00
86.3	1.94E+02	2.19E+00	85.4	1.37E+02	4.79E+00
86.3	1.97E+02	2.20E+00	85.4	1.35E+02	4.87E+00
86.4	1.98E+02	2.18E+00	85.5	1.26E+02	4.81E+00
86.5	1.94E+02	2.19E+00	85.6	1.31E+02	4.79E+00
86.5	1.94E+02	2.18E+00	85.6	1.31E+02	4.82E+00
86.6	2.02E+02	2.20E+00	85.7	1.39E+02	4.81E+00
86.7	2.05E+02	2.20E+00	85.8	1.33E+02	4.76E+00
86.7	1.98E+02	2.19E+00	85.8	1.35E+02	4.76E+00
86.8	1.96E+02	2.17E+00	85.9	1.35E+02	4.81E+00
86.9	1.98E+02	2.17E+00	85.9	1.40E+02	4.84E+00
86.9	1.97E+02	2.18E+00	86	1.35E+02	4.77E+00
87	2.03E+02	2.18E+00	86.1	1.36E+02	4.80E+00
87.1	1.98E+02	2.15E+00	86.1	1.32E+02	4.81E+00
87.1	2.03E+02	2.18E+00	86.2	1.32E+02	4.76E+00
87.2	1.95E+02	2.14E+00	86.3	1.32E+02	4.74E+00
87.3	2.00E+02	2.14E+00	86.3	1.36E+02	4.77E+00
87.3	1.96E+02	2.13E+00	86.4	1.34E+02	4.72E+00
87.4	2.02E+02	2.14E+00	86.5	1.47E+02	4.86E+00
87.4	1.99E+02	2.12E+00	86.5	1.30E+02	4.71E+00
87.5	1.98E+02	2.11E+00	86.6	1.30E+02	4.73E+00
87.6	1.98E+02	2.10E+00	86.7	1.28E+02	4.66E+00
87.6	1.92E+02	2.10E+00	86.7	1.32E+02	4.71E+00
87.7	2.00E+02	2.08E+00	86.8	1.39E+02	4.87E+00
87.8	1.97E+02	2.08E+00	86.9	1.35E+02	4.71E+00
87.8	1.96E+02	2.07E+00	86.9	1.37E+02	4.78E+00
87.9	1.95E+02	2.05E+00	87	1.35E+02	4.74E+00
88	1.96E+02	2.07E+00	87.1	1.37E+02	4.77E+00
88	1.92E+02	2.05E+00	87.1	1.34E+02	4.78E+00
88.1	1.96E+02	2.06E+00	87.2	1.34E+02	4.73E+00
88.2	1.98E+02	2.06E+00	87.3	1.31E+02	4.64E+00
88.2	2.00E+02	2.06E+00	87.3	1.38E+02	4.72E+00
88.3	1.90E+02	2.03E+00	87.4	1.37E+02	4.79E+00
88.4	2.00E+02	2.07E+00	87.5	1.38E+02	4.78E+00
88.4	1.95E+02	2.04E+00	87.5	1.30E+02	4.64E+00
88.5	1.98E+02	2.05E+00	87.6	1.42E+02	4.81E+00
88.6	1.97E+02	2.04E+00	87.7	1.32E+02	4.76E+00
88.6	2.09E+02	2.09E+00	87.7	1.38E+02	4.82E+00
88.7	1.95E+02	2.03E+00	87.8	1.30E+02	4.79E+00
88.8	2.09E+02	2.09E+00	87.9	1.38E+02	4.81E+00
88.8	1.97E+02	2.05E+00	87.9	1.38E+02	4.77E+00
88.9	2.08E+02	2.12E+00	88	1.31E+02	4.75E+00
89	1.93E+02	2.08E+00	88.1	1.35E+02	4.82E+00
89	2.05E+02	2.11E+00	88.1	1.26E+02	4.77E+00
89.1	1.92E+02	2.10E+00	88.2	1.45E+02	4.89E+00
89.2	2.02E+02	2.13E+00	88.3	1.33E+02	4.85E+00
89.2	1.92E+02	2.09E+00	88.3	1.30E+02	4.74E+00
89.3	2.07E+02	2.15E+00	88.4	1.25E+02	4.73E+00
89.4	1.91E+02	2.13E+00	88.5	1.33E+02	4.76E+00
89.4	2.01E+02	2.16E+00	88.5	1.29E+02	4.74E+00
89.5	2.00E+02	2.16E+00	88.6	1.39E+02	4.81E+00
89.6	2.05E+02	2.18E+00	88.6	1.46E+02	4.92E+00
89.6	1.97E+02	2.15E+00	88.7	1.37E+02	4.77E+00
89.7	2.04E+02	2.18E+00	88.8	1.34E+02	4.74E+00
89.8	1.96E+02	2.13E+00	88.8	1.47E+02	4.93E+00
89.8	2.02E+02	2.18E+00	88.9	1.31E+02	4.75E+00
89.9	1.94E+02	2.13E+00	89	1.37E+02	4.83E+00
90	2.00E+02	2.16E+00	89	1.36E+02	4.82E+00
90	1.96E+02	2.14E+00	89.1	1.35E+02	4.77E+00
90.1	2.04E+02	2.17E+00	89.2	1.36E+02	4.80E+00
90.2	1.94E+02	2.13E+00	89.2	1.35E+02	4.77E+00
90.2	1.99E+02	2.17E+00	89.3	1.41E+02	4.89E+00
90.3	1.97E+02	2.16E+00	89.4	1.40E+02	4.79E+00
90.3	2.07E+02	2.17E+00	89.4	1.43E+02	4.87E+00
90.4	1.92E+02	2.14E+00	89.5	1.29E+02	4.72E+00
90.5	2.07E+02	2.18E+00	89.6	1.45E+02	4.86E+00
90.5	1.96E+02	2.15E+00	89.6	1.51E+02	4.92E+00
90.6	2.00E+02	2.17E+00	89.7	1.41E+02	4.68E+00
90.7	1.97E+02	2.16E+00	89.8	1.39E+02	4.76E+00
90.7	2.12E+02	2.22E+00	89.8	1.28E+02	4.65E+00
90.8	1.96E+02	2.16E+00	89.9	1.41E+02	4.74E+00
90.9	2.05E+02	2.19E+00	90	1.38E+02	4.70E+00
90.9	1.97E+02	2.18E+00	90	1.41E+02	4.66E+00
91	2.04E+02	2.18E+00	90.1	1.45E+02	4.72E+00
91.1	1.92E+02	2.15E+00	90.2	1.34E+02	4.54E+00
91.1	2.10E+02	2.20E+00	90.2	1.43E+02	4.64E+00
91.2	1.96E+02	2.15E+00	90.3	1.43E+02	4.62E+00
91.3	2.08E+02	2.20E+00	90.4	1.38E+02	4.54E+00
91.3	2.05E+02	2.18E+00	90.4	1.46E+02	4.67E+00
91.4	2.06E+02	2.20E+00	90.5	1.39E+02	4.59E+00
91.5	1.98E+02	2.15E+00	90.6	1.42E+02	4.62E+00
91.5	2.07E+02	2.19E+00	90.6	1.30E+02	4.47E+00
91.6	2.02E+02	2.19E+00	90.7	1.39E+02	4.54E+00
91.7	2.08E+02	2.20E+00	90.8	1.41E+02	4.56E+00
91.7	1.98E+02	2.16E+00	90.8	1.42E+02	4.55E+00
91.8	2.07E+02	2.20E+00	90.9	1.37E+02	4.49E+00
91.9	2.01E+02	2.18E+00	91	1.39E+02	4.55E+00
91.9	2.12E+02	2.24E+00	91	1.42E+02	4.55E+00
92	1.95E+02	2.17E+00	91.1	1.37E+02	4.50E+00
92.1	2.09E+02	2.23E+00	91.2	1.49E+02	4.62E+00
92.1	2.04E+02	2.22E+00	91.2	1.35E+02	4.46E+00
92.2	2.05E+02	2.22E+00	91.3	1.29E+02	4.42E+00
92.3	2.04E+02	2.21E+00	91.3	1.36E+02	4.56E+00
92.3	2.08E+02	2.23E+00	91.4	1.37E+02	4.55E+00
92.4	1.99E+02	2.21E+00	91.5	1.35E+02	4.55E+00
92.5	2.06E+02	2.24E+00	91.5	1.36E+02	4.62E+00
92.5	2.00E+02	2.22E+00	91.6	1.38E+02	4.69E+00
92.6	2.06E+02	2.24E+00	91.7	1.33E+02	4.58E+00
92.7	2.03E+02	2.21E+00	91.7	1.38E+02	4.66E+00
92.7	2.12E+02	2.26E+00	91.8	1.36E+02	4.68E+00
92.8	2.06E+02	2.24E+00	91.9	1.43E+02	4.78E+00
92.9	2.09E+02	2.27E+00	91.9	1.38E+02	4.75E+00
92.9	2.06E+02	2.25E+00	92	1.35E+02	4.76E+00
93	2.05E+02	2.25E+00	92.1	1.35E+02	4.75E+00
93	2.00E+02	2.23E+00	92.1	1.31E+02	4.69E+00
93.1	2.14E+02	2.28E+00	92.2	1.44E+02	4.81E+00
93.2	2.03E+02	2.24E+00	92.3	1.33E+02	4.67E+00
93.2	2.06E+02	2.23E+00	92.3	1.33E+02	4.66E+00
93.3	2.00E+02	2.21E+00	92.4	1.30E+02	4.69E+00
93.4	2.02E+02	2.24E+00	92.5	1.44E+02	4.79E+00
93.4	1.98E+02	2.21E+00	92.5	1.46E+02	4.83E+00
93.5	2.05E+02	2.22E+00	92.6	1.41E+02	4.77E+00
93.6	2.00E+02	2.20E+00	92.7	1.43E+02	4.80E+00
93.6	2.02E+02	2.21E+00	92.7	1.42E+02	4.76E+00
93.7	2.02E+02	2.22E+00	92.8	1.41E+02	4.77E+00
93.8	2.04E+02	2.22E+00	92.9	1.42E+02	4.77E+00
93.8	2.00E+02	2.21E+00	92.9	1.36E+02	4.72E+00
93.9	2.08E+02	2.22E+00	93	1.35E+02	4.70E+00
94	2.04E+02	2.21E+00	93.1	1.38E+02	4.74E+00
94	2.01E+02	2.20E+00	93.1	1.41E+02	4.76E+00
94.1	2.02E+02	2.19E+00	93.2	1.51E+02	4.88E+00
94.2	2.03E+02	2.19E+00	93.3	1.41E+02	4.78E+00
94.2	2.03E+02	2.20E+00	93.3	1.40E+02	4.74E+00
94.3	2.05E+02	2.21E+00	93.4	1.35E+02	4.70E+00
94.4	2.03E+02	2.21E+00	93.5	1.45E+02	4.76E+00
94.4	2.00E+02	2.18E+00	93.5	1.41E+02	4.75E+00
94.5	2.01E+02	2.20E+00	93.6	1.41E+02	4.75E+00
94.6	2.01E+02	2.18E+00	93.7	1.44E+02	4.78E+00
94.6	2.06E+02	2.19E+00	93.7	1.46E+02	4.83E+00
94.7	2.01E+02	2.17E+00	93.8	1.51E+02	4.88E+00
94.8	2.06E+02	2.17E+00	93.9	1.42E+02	4.80E+00
94.8	2.02E+02	2.18E+00	93.9	1.40E+02	4.79E+00
94.9	2.09E+02	2.16E+00	94	1.44E+02	4.81E+00
95	1.99E+02	2.14E+00	94	1.40E+02	4.82E+00
95	2.08E+02	2.18E+00	94.1	1.44E+02	4.89E+00
95.1	2.03E+02	2.14E+00	94.2	1.46E+02	4.94E+00
95.2	2.03E+02	2.15E+00	94.2	1.46E+02	5.03E+00
95.2	2.11E+02	2.19E+00	94.3	1.31E+02	4.82E+00
95.3	2.05E+02	2.17E+00	94.4	1.47E+02	4.93E+00
95.6	2.07E+02	2.21E+00	94.4	1.29E+02	4.77E+00
95.6	2.06E+02	2.22E+00	94.5	1.42E+02	4.89E+00
95.7	2.01E+02	2.20E+00	94.6	1.45E+02	4.85E+00
95.8	2.06E+02	2.20E+00	94.6	1.43E+02	4.88E+00
95.8	2.03E+02	2.18E+00	94.7	1.41E+02	4.84E+00
95.9	2.06E+02	2.19E+00	94.8	1.45E+02	4.85E+00
96	2.01E+02	2.18E+00	94.8	1.38E+02	4.77E+00
96	2.00E+02	2.18E+00	94.9	1.44E+02	4.80E+00
96.1	2.02E+02	2.19E+00	95	1.42E+02	4.85E+00
96.2	2.01E+02	2.20E+00	95	1.38E+02	4.72E+00
96.2	2.04E+02	2.22E+00	95.1	1.33E+02	4.66E+00
96.3	2.03E+02	2.21E+00	95.2	1.38E+02	4.64E+00
96.4	2.03E+02	2.21E+00	95.2	1.40E+02	4.71E+00
96.4	2.06E+02	2.19E+00	95.3	1.49E+02	4.77E+00
96.5	2.01E+02	2.22E+00	95.4	1.44E+02	4.78E+00
96.6	2.07E+02	2.20E+00	95.4	1.36E+02	4.67E+00
96.6	2.02E+02	2.18E+00	95.5	1.39E+02	4.72E+00
96.7	2.07E+02	2.20E+00	95.6	1.43E+02	4.77E+00
96.8	2.02E+02	2.19E+00	95.6	1.52E+02	4.89E+00
96.8	2.03E+02	2.18E+00	95.7	1.51E+02	4.90E+00
96.9	2.00E+02	2.17E+00	95.8	1.36E+02	4.72E+00
97	2.03E+02	2.19E+00	95.8	1.44E+02	4.90E+00
97	2.04E+02	2.19E+00	95.9	1.44E+02	4.83E+00
97.1	2.03E+02	2.19E+00	96	1.49E+02	4.95E+00
97.2	2.02E+02	2.19E+00	96	1.48E+02	4.90E+00
97.2	2.07E+02	2.20E+00	96.1	1.48E+02	4.89E+00
97.3	2.06E+02	2.19E+00	96.2	1.40E+02	4.83E+00
97.4	2.01E+02	2.18E+00	96.2	1.27E+02	4.71E+00
97.4	2.05E+02	2.18E+00	96.3	1.38E+02	4.78E+00
97.5	2.04E+02	2.18E+00	96.3	1.45E+02	4.82E+00
97.6	2.06E+02	2.17E+00	96.4	1.44E+02	4.80E+00
97.6	2.02E+02	2.16E+00	96.5	1.43E+02	4.79E+00
97.7	2.03E+02	2.17E+00	96.5	1.46E+02	4.82E+00
97.8	2.04E+02	2.16E+00	96.6	1.42E+02	4.76E+00
97.8	2.00E+02	2.16E+00	96.7	1.27E+02	4.62E+00
97.9	2.02E+02	2.19E+00	96.7	1.42E+02	4.82E+00
98	2.05E+02	2.18E+00	96.8	1.38E+02	4.85E+00
98	2.05E+02	2.19E+00	96.9	1.35E+02	4.81E+00
98.1	2.09E+02	2.20E+00	96.9	1.35E+02	4.82E+00
98.1	2.07E+02	2.21E+00	97	1.43E+02	4.89E+00
98.2	2.02E+02	2.20E+00	97.1	1.47E+02	4.92E+00
98.3	2.04E+02	2.22E+00	97.1	1.40E+02	4.77E+00
98.3	2.06E+02	2.22E+00	97.2	1.44E+02	4.90E+00
98.4	2.06E+02	2.21E+00	97.3	1.41E+02	4.89E+00
98.5	2.07E+02	2.22E+00	97.3	1.46E+02	4.89E+00
98.5	2.04E+02	2.21E+00	97.4	1.30E+02	4.74E+00
98.6	2.08E+02	2.22E+00	97.5	1.45E+02	4.93E+00
98.7	2.06E+02	2.21E+00	97.5	1.34E+02	4.82E+00
98.7	2.06E+02	2.21E+00	97.6	1.31E+02	4.73E+00
98.8	2.04E+02	2.22E+00	97.7	1.45E+02	4.87E+00
98.9	2.07E+02	2.21E+00	97.7	1.38E+02	4.85E+00
98.9	2.06E+02	2.21E+00	97.8	1.37E+02	4.86E+00
99	2.02E+02	2.21E+00	97.9	1.34E+02	4.80E+00
99.1	2.05E+02	2.21E+00	97.9	1.30E+02	4.74E+00
99.1	2.05E+02	2.21E+00	98	1.44E+02	4.86E+00
99.2	2.03E+02	2.23E+00	98.1	1.46E+02	4.92E+00
99.3	2.07E+02	2.22E+00	98.1	1.46E+02	4.91E+00
99.3	2.03E+02	2.21E+00	98.2	1.35E+02	4.79E+00
99.4	2.07E+02	2.23E+00	98.3	1.43E+02	4.84E+00
99.5	2.06E+02	2.22E+00	98.3	1.40E+02	4.78E+00
99.5	2.04E+02	2.21E+00	98.4	1.41E+02	4.76E+00
99.6	2.05E+02	2.24E+00	98.5	1.38E+02	4.69E+00
99.7	2.03E+02	2.24E+00	98.5	1.45E+02	4.79E+00
99.7	2.10E+02	2.23E+00	98.6	1.40E+02	4.73E+00
99.8	2.06E+02	2.23E+00	98.7	1.30E+02	4.75E+00
99.9	2.07E+02	2.22E+00	98.7	1.51E+02	4.89E+00
99.9	2.06E+02	2.22E+00	98.8	1.58E+02	5.00E+00
100	2.03E+02	2.23E+00	98.8	1.41E+02	4.93E+00
100.1	2.07E+02	2.24E+00	98.9	1.37E+02	5.00E+00
100.1	2.03E+02	2.22E+00	99	1.41E+02	4.98E+00
100.2	2.05E+02	2.23E+00	99	1.43E+02	5.02E+00
100.3	2.00E+02	2.22E+00	99.1	1.44E+02	5.05E+00
100.3	2.04E+02	2.23E+00	99.2	1.40E+02	4.97E+00
100.4	2.05E+02	2.21E+00	99.2	1.33E+02	4.94E+00
100.5	2.07E+02	2.22E+00	99.3	1.46E+02	5.04E+00
100.5	2.03E+02	2.22E+00	99.4	1.40E+02	4.94E+00
100.6	2.05E+02	2.22E+00	99.4	1.43E+02	5.11E+00
100.7	2.04E+02	2.21E+00	99.5	1.45E+02	5.12E+00
100.7	2.07E+02	2.22E+00	99.6	1.42E+02	5.04E+00
100.8	2.08E+02	2.20E+00	99.6	1.47E+02	5.11E+00
100.8	2.05E+02	2.21E+00	99.7	1.55E+02	5.18E+00
100.9	2.08E+02	2.21E+00	99.8	1.30E+02	4.97E+00
101	2.03E+02	2.20E+00	99.8	1.44E+02	5.10E+00
101	2.08E+02	2.21E+00	99.9	1.52E+02	5.21E+00
101.1	2.08E+02	2.21E+00	100	1.43E+02	5.12E+00
101.2	2.03E+02	2.21E+00	100	1.44E+02	5.14E+00
101.2	2.02E+02	2.19E+00	100.1	1.32E+02	5.01E+00
101.3	2.10E+02	2.23E+00	100.2	1.42E+02	5.13E+00
101.4	2.04E+02	2.21E+00	100.2	1.55E+02	5.26E+00
101.4	2.04E+02	2.21E+00	100.3	1.43E+02	5.10E+00
101.5	2.04E+02	2.21E+00	100.4	1.48E+02	5.24E+00
101.6	2.07E+02	2.21E+00	100.4	1.41E+02	5.13E+00
101.6	2.08E+02	2.21E+00	100.5	1.43E+02	5.13E+00
101.7	2.08E+02	2.23E+00	100.6	1.43E+02	5.14E+00
101.8	2.07E+02	2.22E+00	100.6	1.46E+02	5.22E+00
101.8	2.06E+02	2.22E+00	100.7	1.39E+02	5.07E+00
101.9	2.05E+02	2.21E+00	100.8	1.49E+02	5.17E+00
102	2.04E+02	2.20E+00	100.8	1.45E+02	5.11E+00
102	2.08E+02	2.23E+00	100.9	1.49E+02	5.17E+00
102.1	2.11E+02	2.23E+00	101	1.49E+02	5.17E+00
102.2	2.06E+02	2.21E+00	101	1.57E+02	5.25E+00
102.2	2.08E+02	2.22E+00	101.1	1.36E+02	5.03E+00
102.3	2.02E+02	2.21E+00	101.2	1.47E+02	5.16E+00
102.4	2.06E+02	2.21E+00	101.2	1.40E+02	5.61E+00
102.4	2.04E+02	2.21E+00	101.3	1.46E+02	5.40E+00
102.5	2.09E+02	2.20E+00	101.4	1.44E+02	5.49E+00
102.6	2.07E+02	2.29E+00	101.4	1.48E+02	5.54E+00
102.6	2.04E+02	2.28E+00	101.5	1.46E+02	5.15E+00
102.7	2.04E+02	2.28E+00	101.5	1.48E+02	5.13E+00
102.8	2.06E+02	2.29E+00	101.6	1.44E+02	5.11E+00
102.8	2.09E+02	2.19E+00	101.7	1.47E+02	5.11E+00
102.9	2.08E+02	2.22E+00	101.7	1.52E+02	5.14E+00
103	2.08E+02	2.23E+00	101.8	1.37E+02	5.11E+00
103	2.08E+02	2.24E+00	101.9	1.43E+02	5.11E+00
103.1	2.09E+02	2.20E+00	101.9	1.42E+02	5.09E+00
103.2	2.04E+02	2.22E+00	102	1.55E+02	5.18E+00
103.2	2.10E+02	2.23E+00	102.1	1.40E+02	5.10E+00
103.3	2.06E+02	2.22E+00	102.1	1.56E+02	5.21E+00
103.4	2.08E+02	2.22E+00	102.2	1.52E+02	5.26E+00
103.4	2.08E+02	2.22E+00	102.3	1.34E+02	5.03E+00
103.5	2.10E+02	2.23E+00	102.3	1.52E+02	5.21E+00
103.5	2.06E+02	2.22E+00	102.4	1.50E+02	5.18E+00
103.6	2.07E+02	2.23E+00	102.5	1.47E+02	5.17E+00
103.7	2.08E+02	2.23E+00	102.5	1.47E+02	5.17E+00
103.7	2.07E+02	2.24E+00	102.6	1.38E+02	5.06E+00
103.8	2.06E+02	2.22E+00	102.7	1.54E+02	5.20E+00
103.9	2.09E+02	2.24E+00	102.7	1.52E+02	5.15E+00
103.9	2.10E+02	2.23E+00	102.8	1.44E+02	5.18E+00
104	2.05E+02	2.22E+00	102.9	1.41E+02	5.12E+00
104.1	2.07E+02	2.23E+00	102.9	1.50E+02	5.19E+00
104.1	2.08E+02	2.22E+00	103	1.47E+02	5.21E+00
104.2	2.05E+02	2.21E+00	103.1	1.46E+02	5.13E+00
104.3	2.08E+02	2.25E+00	103.1	1.47E+02	5.21E+00
104.3	2.11E+02	2.24E+00	103.2	1.41E+02	5.10E+00
104.4	2.11E+02	2.24E+00	103.3	1.48E+02	5.18E+00
104.5	2.08E+02	2.22E+00	103.3	1.37E+02	5.03E+00
104.5	2.07E+02	2.23E+00	103.4	1.40E+02	5.07E+00
104.6	2.08E+02	2.22E+00	103.5	1.49E+02	5.15E+00
104.7	2.09E+02	2.24E+00	103.5	1.51E+02	5.20E+00
104.7	2.10E+02	2.22E+00	103.6	1.52E+02	5.20E+00
104.8	2.06E+02	2.24E+00	103.7	1.45E+02	5.06E+00
104.9	2.09E+02	2.23E+00	103.7	1.50E+02	5.26E+00
104.9	2.10E+02	2.24E+00	103.8	1.52E+02	5.22E+00
105	2.08E+02	2.25E+00	103.9	1.43E+02	5.13E+00
105.1	2.09E+02	2.23E+00	103.9	1.51E+02	5.18E+00
105.1	2.07E+02	2.23E+00	104	1.43E+02	5.15E+00
105.2	2.09E+02	2.23E+00	104.1	1.41E+02	5.07E+00
105.3	2.09E+02	2.25E+00	104.1	1.45E+02	5.10E+00
105.3	2.12E+02	2.24E+00	104.2	1.46E+02	5.19E+00
105.4	2.07E+02	2.23E+00	104.2	1.50E+02	5.29E+00
105.5	2.08E+02	2.23E+00	104.3	1.45E+02	5.10E+00
105.5	2.11E+02	2.24E+00	104.4	1.47E+02	5.14E+00
105.6	2.10E+02	2.23E+00	104.4	1.50E+02	5.14E+00
105.7	2.06E+02	2.22E+00	104.5	1.47E+02	5.18E+00
105.7	2.09E+02	2.24E+00	104.6	1.45E+02	5.15E+00
105.8	2.03E+02	2.23E+00	104.6	1.50E+02	5.21E+00
105.9	2.09E+02	2.25E+00	104.7	1.56E+02	5.25E+00
105.9	2.11E+02	2.25E+00	104.8	1.51E+02	5.22E+00
